"","st","agec2","year","N_IPD"
"865","18C","5-49 years",2016,3
"866","18C","5-49 years",2022,1
"867","18C","50+ years",1998,40
"868","18C","50+ years",1999,47
"869","18C","50+ years",2000,42
"870","18C","50+ years",2001,56
"871","18C","50+ years",2002,42
"872","18C","50+ years",2003,30
"873","18C","50+ years",2004,46
"874","18C","50+ years",2005,21
"875","18C","50+ years",2006,8
"876","18C","50+ years",2007,7
"877","18C","50+ years",2008,8
"878","18C","50+ years",2009,3
"879","18C","50+ years",2010,4
"880","18C","50+ years",2011,2
"881","18C","50+ years",2012,1
"882","18C","50+ years",2013,1
"883","18C","50+ years",2014,1
"884","18C","50+ years",2015,1
"885","18C","50+ years",2017,2
"886","18C","50+ years",2019,1
"887","18C","50+ years",2021,3
"888","18C","50+ years",2022,1
"889","18F","<5 years",1999,1
"890","18F","<5 years",2000,3
"891","18F","<5 years",2002,1
"892","18F","<5 years",2014,1
"893","18F","5-49 years",1998,1
"894","18F","5-49 years",1999,1
"895","18F","5-49 years",2000,1
"896","18F","5-49 years",2001,2
"897","18F","5-49 years",2002,1
"898","18F","5-49 years",2009,1
"899","18F","5-49 years",2014,1
"900","18F","5-49 years",2015,1
"901","18F","50+ years",1998,2
"902","18F","50+ years",1999,2
"903","18F","50+ years",2000,2
"904","18F","50+ years",2001,1
"905","18F","50+ years",2008,2
"906","18F","50+ years",2010,1
"907","18F","50+ years",2022,2
"908","19A","<5 years",1998,30
"909","19A","<5 years",1999,20
"910","19A","<5 years",2000,24
"911","19A","<5 years",2001,35
"912","19A","<5 years",2002,55
"913","19A","<5 years",2003,76
"914","19A","<5 years",2004,113
"915","19A","<5 years",2005,136
"916","19A","<5 years",2006,171
"917","19A","<5 years",2007,186
"918","19A","<5 years",2008,148
"919","19A","<5 years",2009,190
"920","19A","<5 years",2010,151
"921","19A","<5 years",2011,46
"922","19A","<5 years",2012,20
"923","19A","<5 years",2013,14
"924","19A","<5 years",2014,15
"925","19A","<5 years",2015,12
"926","19A","<5 years",2016,8
"927","19A","<5 years",2017,10
"928","19A","<5 years",2018,3
"929","19A","<5 years",2019,5
"930","19A","<5 years",2020,1
"931","19A","<5 years",2021,3
"932","19A","<5 years",2022,3
"933","19A","5-49 years",1998,36
"934","19A","5-49 years",1999,34
"935","19A","5-49 years",2000,31
"936","19A","5-49 years",2001,32
"937","19A","5-49 years",2002,54
"938","19A","5-49 years",2003,82
"939","19A","5-49 years",2004,105
"940","19A","5-49 years",2005,160
"941","19A","5-49 years",2006,175
"942","19A","5-49 years",2007,174
"943","19A","5-49 years",2008,177
"944","19A","5-49 years",2009,176
"945","19A","5-49 years",2010,159
"946","19A","5-49 years",2011,132
"947","19A","5-49 years",2012,63
"948","19A","5-49 years",2013,53
"949","19A","5-49 years",2014,40
"950","19A","5-49 years",2015,29
"951","19A","5-49 years",2016,28
"952","19A","5-49 years",2017,25
"953","19A","5-49 years",2018,30
"954","19A","5-49 years",2019,21
"955","19A","5-49 years",2020,6
"956","19A","5-49 years",2021,6
"957","19A","5-49 years",2022,21
"958","19A","50+ years",1998,53
"959","19A","50+ years",1999,55
"960","19A","50+ years",2000,43
"961","19A","50+ years",2001,62
"962","19A","50+ years",2002,80
"963","19A","50+ years",2003,135
"964","19A","50+ years",2004,181
"965","19A","50+ years",2005,257
"966","19A","50+ years",2006,292
"967","19A","50+ years",2007,303
"968","19A","50+ years",2008,332
"969","19A","50+ years",2009,331
"970","19A","50+ years",2010,290
"971","19A","50+ years",2011,261
"972","19A","50+ years",2012,162
"973","19A","50+ years",2013,118
"974","19A","50+ years",2014,87
"975","19A","50+ years",2015,71
"976","19A","50+ years",2016,78
"977","19A","50+ years",2017,72
"978","19A","50+ years",2018,52
"979","19A","50+ years",2019,60
"980","19A","50+ years",2020,33
"981","19A","50+ years",2021,20
"982","19A","50+ years",2022,30
"983","19B","50+ years",2021,1
"984","19C","5-49 years",2001,1
"985","19F","<5 years",1998,97
"986","19F","<5 years",1999,116
"987","19F","<5 years",2000,79
"988","19F","<5 years",2001,58
"989","19F","<5 years",2002,31
"990","19F","<5 years",2003,23
"991","19F","<5 years",2004,20
"992","19F","<5 years",2005,15
"993","19F","<5 years",2006,8
"994","19F","<5 years",2007,4
"995","19F","<5 years",2008,3
"996","19F","<5 years",2009,3
"997","19F","<5 years",2010,2
"998","19F","<5 years",2011,4
"999","19F","<5 years",2012,3
"1000","19F","<5 years",2013,2
"1001","19F","<5 years",2014,8
"1002","19F","<5 years",2015,10
"1003","19F","<5 years",2016,11
"1004","19F","<5 years",2017,9
"1005","19F","<5 years",2018,8
"1006","19F","<5 years",2019,11
"1007","19F","<5 years",2020,2
"1008","19F","<5 years",2021,11
"1009","19F","<5 years",2022,14
"1010","19F","5-49 years",1998,43
"1011","19F","5-49 years",1999,53
"1012","19F","5-49 years",2000,44
"1013","19F","5-49 years",2001,39
"1014","19F","5-49 years",2002,31
"1015","19F","5-49 years",2003,29
"1016","19F","5-49 years",2004,22
"1017","19F","5-49 years",2005,30
"1018","19F","5-49 years",2006,13
"1019","19F","5-49 years",2007,11
"1020","19F","5-49 years",2008,5
"1021","19F","5-49 years",2009,7
"1022","19F","5-49 years",2010,5
"1023","19F","5-49 years",2011,9
"1024","19F","5-49 years",2012,12
"1025","19F","5-49 years",2013,15
"1026","19F","5-49 years",2014,13
"1027","19F","5-49 years",2015,22
"1028","19F","5-49 years",2016,27
"1029","19F","5-49 years",2017,25
"1030","19F","5-49 years",2018,30
"1031","19F","5-49 years",2019,27
"1032","19F","5-49 years",2020,18
"1033","19F","5-49 years",2021,22
"1034","19F","5-49 years",2022,47
"1035","19F","50+ years",1998,58
"1036","19F","50+ years",1999,72
"1037","19F","50+ years",2000,74
"1038","19F","50+ years",2001,65
"1039","19F","50+ years",2002,52
"1040","19F","50+ years",2003,47
"1041","19F","50+ years",2004,39
"1042","19F","50+ years",2005,48
"1043","19F","50+ years",2006,36
"1044","19F","50+ years",2007,22
"1045","19F","50+ years",2008,19
"1046","19F","50+ years",2009,20
"1047","19F","50+ years",2010,21
"1048","19F","50+ years",2011,13
"1049","19F","50+ years",2012,25
"1050","19F","50+ years",2013,27
"1051","19F","50+ years",2014,29
"1052","19F","50+ years",2015,44
"1053","19F","50+ years",2016,53
"1054","19F","50+ years",2017,58
"1055","19F","50+ years",2018,53
"1056","19F","50+ years",2019,64
"1057","19F","50+ years",2020,28
"1058","19F","50+ years",2021,34
"1059","19F","50+ years",2022,60
"1060","2","5-49 years",2002,1
"1061","2","5-49 years",2003,1
"1062","20","<5 years",2001,2
"1063","20","<5 years",2004,3
"1064","20","<5 years",2006,2
"1065","20","<5 years",2008,1
"1066","20","<5 years",2010,2
"1067","20","<5 years",2011,2
"1068","20","<5 years",2014,2
"1069","20","<5 years",2015,1
"1070","20","<5 years",2017,2
"1071","20","5-49 years",1998,8
"1072","20","5-49 years",1999,9
"1073","20","5-49 years",2000,5
"1074","20","5-49 years",2001,8
"1075","20","5-49 years",2002,13
"1076","20","5-49 years",2003,10
"1077","20","5-49 years",2004,6
"1078","20","5-49 years",2005,8
"1079","20","5-49 years",2006,10
"1080","20","5-49 years",2007,11
"1081","20","5-49 years",2008,17
"1082","20","5-49 years",2009,10
"1083","20","5-49 years",2010,8
"1084","20","5-49 years",2011,13
"1085","20","5-49 years",2012,6
"1086","20","5-49 years",2013,16
"1087","20","5-49 years",2014,19
"1088","20","5-49 years",2015,22
"1089","20","5-49 years",2016,21
"1090","20","5-49 years",2017,26
"1091","20","5-49 years",2018,28
"1092","20","5-49 years",2019,31
"1093","20","5-49 years",2020,25
"1094","20","5-49 years",2021,21
"1095","20","5-49 years",2022,45
"1096","20","50+ years",1998,7
"1097","20","50+ years",1999,10
"1098","20","50+ years",2000,4
"1099","20","50+ years",2001,10
"1100","20","50+ years",2002,16
"1101","20","50+ years",2003,8
"1102","20","50+ years",2004,11
"1103","20","50+ years",2005,18
"1104","20","50+ years",2006,14
"1105","20","50+ years",2007,16
"1106","20","50+ years",2008,18
"1107","20","50+ years",2009,23
"1108","20","50+ years",2010,29
"1109","20","50+ years",2011,33
"1110","20","50+ years",2012,32
"1111","20","50+ years",2013,49
"1112","20","50+ years",2014,46
"1113","20","50+ years",2015,58
"1114","20","50+ years",2016,68
"1115","20","50+ years",2017,67
"1116","20","50+ years",2018,72
"1117","20","50+ years",2019,67
"1118","20","50+ years",2020,40
"1119","20","50+ years",2021,43
"1120","20","50+ years",2022,79
"1121","21","<5 years",2003,2
"1122","21","<5 years",2005,3
"1123","21","<5 years",2006,1
"1124","21","<5 years",2007,4
"1125","21","<5 years",2008,5
"1126","21","<5 years",2009,3
"1127","21","<5 years",2010,4
"1128","21","<5 years",2012,3
"1129","21","<5 years",2013,5
"1130","21","<5 years",2014,4
"1131","21","<5 years",2015,2
"1132","21","<5 years",2016,5
"1133","21","<5 years",2017,3
"1134","21","<5 years",2018,5
"1135","21","<5 years",2019,2
"1136","21","<5 years",2021,3
"1137","21","<5 years",2022,2
"1138","21","5-49 years",1998,1
"1139","21","5-49 years",2000,2
"1140","21","5-49 years",2003,1
"1141","21","5-49 years",2004,1
"1142","21","5-49 years",2005,1
"1143","21","5-49 years",2006,2
"1144","21","5-49 years",2007,1
"1145","21","5-49 years",2008,3
"1146","21","5-49 years",2009,1
"1147","21","5-49 years",2010,3
"1148","21","5-49 years",2011,5
"1149","21","5-49 years",2012,2
"1150","21","5-49 years",2013,1
"1151","21","5-49 years",2014,5
"1152","21","5-49 years",2015,7
"1153","21","5-49 years",2016,2
"1154","21","5-49 years",2017,5
"1155","21","5-49 years",2018,4
"1156","21","5-49 years",2020,2
"1157","21","5-49 years",2021,2
"1158","21","5-49 years",2022,1
"1159","21","50+ years",2001,1
"1160","21","50+ years",2004,1
"1161","21","50+ years",2006,2
"1162","21","50+ years",2007,1
"1163","21","50+ years",2008,3
"1164","21","50+ years",2009,2
"1165","21","50+ years",2010,3
"1166","21","50+ years",2011,4
"1167","21","50+ years",2012,4
"1168","21","50+ years",2013,6
"1169","21","50+ years",2014,6
"1170","21","50+ years",2015,5
"1171","21","50+ years",2016,1
"1172","21","50+ years",2017,6
"1173","21","50+ years",2018,4
"1174","21","50+ years",2019,6
"1175","21","50+ years",2020,3
"1176","21","50+ years",2021,2
"1177","21","50+ years",2022,2
"1178","22A","<5 years",2022,1
"1179","22A","5-49 years",2004,1
"1180","22A","5-49 years",2006,1
"1181","22A","50+ years",1998,1
"1182","22A","50+ years",2000,1
"1183","22F","<5 years",1998,4
"1184","22F","<5 years",1999,7
"1185","22F","<5 years",2000,7
"1186","22F","<5 years",2001,18
"1187","22F","<5 years",2002,15
"1188","22F","<5 years",2003,24
"1189","22F","<5 years",2004,21
"1190","22F","<5 years",2005,20
"1191","22F","<5 years",2006,22
"1192","22F","<5 years",2007,21
"1193","22F","<5 years",2008,26
"1194","22F","<5 years",2009,23
"1195","22F","<5 years",2010,24
"1196","22F","<5 years",2011,31
"1197","22F","<5 years",2012,22
"1198","22F","<5 years",2013,20
"1199","22F","<5 years",2014,17
"1200","22F","<5 years",2015,15
"1201","22F","<5 years",2016,10
"1202","22F","<5 years",2017,10
"1203","22F","<5 years",2018,9
"1204","22F","<5 years",2019,11
"1205","22F","<5 years",2020,8
"1206","22F","<5 years",2021,2
"1207","22F","<5 years",2022,13
"1208","22F","5-49 years",1998,25
"1209","22F","5-49 years",1999,39
"1210","22F","5-49 years",2000,21
"1211","22F","5-49 years",2001,41
"1212","22F","5-49 years",2002,59
"1213","22F","5-49 years",2003,68
"1214","22F","5-49 years",2004,59
"1215","22F","5-49 years",2005,86
"1216","22F","5-49 years",2006,82
"1217","22F","5-49 years",2007,72
"1218","22F","5-49 years",2008,57
"1219","22F","5-49 years",2009,57
"1220","22F","5-49 years",2010,75
"1221","22F","5-49 years",2011,70
"1222","22F","5-49 years",2012,76
"1223","22F","5-49 years",2013,83
"1224","22F","5-49 years",2014,59
"1225","22F","5-49 years",2015,58
"1226","22F","5-49 years",2016,62
"1227","22F","5-49 years",2017,61
"1228","22F","5-49 years",2018,68
"1229","22F","5-49 years",2019,56
"1230","22F","5-49 years",2020,34
"1231","22F","5-49 years",2021,28
"1232","22F","5-49 years",2022,64
"1233","22F","50+ years",1998,88
"1234","22F","50+ years",1999,60
"1235","22F","50+ years",2000,91
"1236","22F","50+ years",2001,94
"1237","22F","50+ years",2002,112
"1238","22F","50+ years",2003,138
"1239","22F","50+ years",2004,167
"1240","22F","50+ years",2005,197
"1241","22F","50+ years",2006,144
"1242","22F","50+ years",2007,152
"1243","22F","50+ years",2008,181
"1244","22F","50+ years",2009,171
"1245","22F","50+ years",2010,183
"1246","22F","50+ years",2011,211
"1247","22F","50+ years",2012,236
"1248","22F","50+ years",2013,241
"1249","22F","50+ years",2014,156
"1250","22F","50+ years",2015,214
"1251","22F","50+ years",2016,226
"1252","22F","50+ years",2017,203
"1253","22F","50+ years",2018,222
"1254","22F","50+ years",2019,207
"1255","22F","50+ years",2020,108
"1256","22F","50+ years",2021,67
"1257","22F","50+ years",2022,136
"1258","23A","<5 years",1998,1
"1259","23A","<5 years",1999,2
"1260","23A","<5 years",2000,2
"1261","23A","<5 years",2001,1
"1262","23A","<5 years",2003,2
"1263","23A","<5 years",2004,3
"1264","23A","<5 years",2005,4
"1265","23A","<5 years",2006,3
"1266","23A","<5 years",2007,8
"1267","23A","<5 years",2008,1
"1268","23A","<5 years",2009,1
"1269","23A","<5 years",2010,6
"1270","23A","<5 years",2011,5
"1271","23A","<5 years",2012,5
"1272","23A","<5 years",2013,4
"1273","23A","<5 years",2014,5
"1274","23A","<5 years",2015,7
"1275","23A","<5 years",2016,1
"1276","23A","<5 years",2017,1
"1277","23A","<5 years",2018,2
"1278","23A","<5 years",2019,6
"1279","23A","<5 years",2020,4
"1280","23A","<5 years",2021,3
"1281","23A","<5 years",2022,3
"1282","23A","5-49 years",1998,2
"1283","23A","5-49 years",1999,3
"1284","23A","5-49 years",2000,2
"1285","23A","5-49 years",2001,8
"1286","23A","5-49 years",2002,6
"1287","23A","5-49 years",2003,10
"1288","23A","5-49 years",2004,14
"1289","23A","5-49 years",2005,20
"1290","23A","5-49 years",2006,25
"1291","23A","5-49 years",2007,23
"1292","23A","5-49 years",2008,26
"1293","23A","5-49 years",2009,28
"1294","23A","5-49 years",2010,27
"1295","23A","5-49 years",2011,23
"1296","23A","5-49 years",2012,25
"1297","23A","5-49 years",2013,24
"1298","23A","5-49 years",2014,28
"1299","23A","5-49 years",2015,19
"1300","23A","5-49 years",2016,27
"1301","23A","5-49 years",2017,30
"1302","23A","5-49 years",2018,18
"1303","23A","5-49 years",2019,28
"1304","23A","5-49 years",2020,18
"1305","23A","5-49 years",2021,17
"1306","23A","5-49 years",2022,21
"1307","23A","50+ years",1998,10
"1308","23A","50+ years",1999,14
"1309","23A","50+ years",2000,13
"1310","23A","50+ years",2001,21
"1311","23A","50+ years",2002,19
"1312","23A","50+ years",2003,31
"1313","23A","50+ years",2004,45
"1314","23A","50+ years",2005,58
"1315","23A","50+ years",2006,71
"1316","23A","50+ years",2007,74
"1317","23A","50+ years",2008,83
"1318","23A","50+ years",2009,84
"1319","23A","50+ years",2010,82
"1320","23A","50+ years",2011,92
"1321","23A","50+ years",2012,75
"1322","23A","50+ years",2013,106
"1323","23A","50+ years",2014,89
"1324","23A","50+ years",2015,109
"1325","23A","50+ years",2016,102
"1326","23A","50+ years",2017,112
"1327","23A","50+ years",2018,108
