"","state","week_end","percent_visits_rsv_state"
"4767","Louisiana",2024-12-28,1.48
"4768","Michigan",2024-12-28,1.16
"4769","Nebraska",2024-12-28,0.32
"4770","Ohio",2024-12-28,1.05
"4771","Rhode Island",2024-12-28,0.9
"4772","South Carolina",2024-12-28,1.34
"4773","Tennessee",2024-12-28,1.45
"4774","Texas",2024-12-28,1.43
"4775","Virginia",2024-12-28,1.05
"4776","West Virginia",2024-12-28,1.75
"4777","Wyoming",2024-12-28,0
"4778","Alabama",2025-01-04,1.1
"4779","Alaska",2025-01-04,1.58
"4780","Arkansas",2025-01-04,1.98
"4781","Connecticut",2025-01-04,0.92
"4782","Kansas",2025-01-04,0.98
"4783","Kentucky",2025-01-04,1.66
"4784","Minnesota",2025-01-04,1.02
"4785","Nevada",2025-01-04,0.86
"4786","North Carolina",2025-01-04,1.95
"4787","Pennsylvania",2025-01-04,1.05
"4788","Arkansas",2025-01-11,1.42
"4789","California",2025-01-11,0.55
"4790","Colorado",2025-01-11,0.65
"4791","Connecticut",2025-01-11,0.72
"4792","Florida",2025-01-11,0.52
"4793","Georgia",2025-01-11,0.51
"4794","Kentucky",2025-01-11,1.29
"4795","Maryland",2025-01-11,0.82
"4796","Mississippi",2025-01-11,0.47
"4797","New Mexico",2025-01-11,0.58
"4798","North Dakota",2025-01-11,0.19
"4799","Ohio",2025-01-11,0.75
"4800","United States",2025-01-11,0.76
"4801","Utah",2025-01-11,0.52
"4802","District of Columbia",2025-01-18,0.42
"4803","Florida",2025-01-18,0.37
"4804","Iowa",2025-01-18,1.18
"4805","Kentucky",2025-01-18,0.67
"4806","Michigan",2025-01-18,0.78
"4807","Nebraska",2025-01-18,0.4
"4808","North Dakota",2025-01-18,0.32
"4809","Oklahoma",2025-01-18,1.51
"4810","Pennsylvania",2025-01-18,0.61
"4811","Utah",2025-01-18,0.54
"4812","West Virginia",2025-01-18,0.89
"4813","Wisconsin",2025-01-18,0.86
"4814","Wyoming",2025-01-18,0
"4815","Alabama",2022-10-01,0.72
"4816","California",2022-10-01,0.13
"4817","Colorado",2022-10-01,0.16
"4818","Florida",2022-10-01,0.64
"4819","Kentucky",2022-10-01,1.15
"4820","Louisiana",2022-10-01,0.79
"4821","Maryland",2022-10-01,0.94
"4822","Nebraska",2022-10-01,0.65
"4823","Ohio",2022-10-01,0.33
"4824","South Dakota",2022-10-01,0.1
"4825","Tennessee",2022-10-01,1.36
"4826","Texas",2022-10-01,0.78
"4827","Washington",2022-10-01,0.18
"4828","Alabama",2022-10-08,0.59
"4829","Alaska",2022-10-08,0.26
"4830","Arizona",2022-10-08,0.26
"4831","Arkansas",2022-10-08,1.12
"4832","California",2022-10-08,0.23
"4833","Indiana",2022-10-08,1.41
"4834","Kentucky",2022-10-08,1.3
"4835","New Mexico",2022-10-08,0.29
"4836","Ohio",2022-10-08,0.37
"4837","Washington",2022-10-08,0.25
"4838","Arkansas",2022-10-15,1.18
"4839","California",2022-10-15,0.38
"4840","Florida",2022-10-15,0.44
"4841","Maine",2022-10-15,0.37
"4842","Minnesota",2022-10-15,0.82
"4843","Mississippi",2022-10-15,0.48
"4844","New Hampshire",2022-10-15,0.38
"4845","New Mexico",2022-10-15,0.49
"4846","North Carolina",2022-10-15,1.26
"4847","North Dakota",2022-10-15,0.6
"4848","Vermont",2022-10-15,0.84
"4849","Colorado",2022-10-22,0.59
"4850","Hawaii",2022-10-22,0.97
"4851","Idaho",2022-10-22,0.19
"4852","Illinois",2022-10-22,1.89
"4853","Louisiana",2022-10-22,0.73
"4854","Maine",2022-10-22,0.57
"4855","Montana",2022-10-22,0.17
"4856","Nebraska",2022-10-22,0.96
"4857","Nevada",2022-10-22,0.57
"4858","New York",2022-10-22,0.46
"4859","Texas",2022-10-22,0.97
"4860","United States",2022-10-22,0.84
"4861","Utah",2022-10-22,0.44
"4862","Virginia",2022-10-22,1.1
"4863","Wyoming",2022-10-22,0.21
"4864","Colorado",2022-10-29,0.84
"4865","District of Columbia",2022-10-29,2.11
"4866","Idaho",2022-10-29,0.43
"4867","Indiana",2022-10-29,1.46
"4868","Kansas",2022-10-29,1.09
"4869","Nevada",2022-10-29,0.85
"4870","New York",2022-10-29,0.71
"4871","Oregon",2022-10-29,0.5
"4872","Rhode Island",2022-10-29,1.03
"4873","South Dakota",2022-10-29,0.64
"4874","Tennessee",2022-10-29,0.82
"4875","Alabama",2022-11-05,0.29
"4876","Arkansas",2022-11-05,0.92
"4877","California",2022-11-05,0.93
"4878","Florida",2022-11-05,0.47
"4879","Georgia",2022-11-05,0.18
"4880","Louisiana",2022-11-05,0.56
"4881","Mississippi",2022-11-05,0.26
"4882","Montana",2022-11-05,0.25
"4883","New Hampshire",2022-11-05,1.4
"4884","United States",2022-11-05,1.14
"4885","Virginia",2022-11-05,1.01
"4886","California",2022-11-12,1.16
"4887","District of Columbia",2022-11-12,1.77
"4888","Hawaii",2022-11-12,0.65
"4889","New Hampshire",2022-11-12,1.59
"4890","New Jersey",2022-11-12,1.15
"4891","North Dakota",2022-11-12,2.21
"4892","Ohio",2022-11-12,1.27
"4893","Rhode Island",2022-11-12,1.13
"4894","Washington",2024-10-05,0.03
"4895","West Virginia",2024-10-05,0
"4896","Arizona",2024-10-12,0.01
"4897","Delaware",2024-10-12,0.1
"4898","District of Columbia",2024-10-12,0.02
"4899","Florida",2024-10-12,0.35
"4900","Louisiana",2024-10-12,0.12
"4901","Michigan",2024-10-12,0.05
"4902","Montana",2024-10-12,0.01
"4903","Nebraska",2024-10-12,0
"4904","New Hampshire",2024-10-12,0
"4905","North Carolina",2024-10-12,0.04
"4906","Pennsylvania",2024-10-12,0.03
"4907","United States",2024-10-12,0.09
"4908","Utah",2024-10-12,0.02
"4909","Vermont",2024-10-12,0.03
"4910","West Virginia",2024-10-12,0
"4911","Alabama",2024-10-19,0.32
"4912","Arkansas",2024-10-19,0.1
"4913","Connecticut",2024-10-19,0.07
"4914","District of Columbia",2024-10-19,0.1
"4915","Georgia",2024-10-19,0.17
"4916","Idaho",2024-10-19,0.06
"4917","Illinois",2024-10-19,0.07
"4918","Kansas",2024-10-19,0.01
"4919","Kentucky",2024-10-19,0.08
"4920","North Carolina",2024-10-19,0.06
"4921","Oregon",2024-10-19,0.02
"4922","California",2024-10-26,0.04
"4923","Delaware",2024-10-26,0.17
"4924","Illinois",2024-10-26,0.08
"4925","Kentucky",2024-10-26,0.1
"4926","Maine",2024-10-26,0.03
"4927","Minnesota",2024-10-26,0.03
"4928","Nebraska",2024-10-26,0.01
"4929","New Hampshire",2024-10-26,0.07
"4930","New Mexico",2024-10-26,0.01
"4931","Ohio",2024-10-26,0.05
"4932","Tennessee",2024-10-26,0.23
"4933","Vermont",2024-10-26,0.03
"4934","Washington",2024-10-26,0.07
"4935","Wisconsin",2024-10-26,0.01
"4936","Arizona",2024-11-02,0.01
"4937","California",2024-11-02,0.05
"4938","District of Columbia",2024-11-02,0.14
"4939","Hawaii",2024-11-02,0.38
"4940","Idaho",2024-11-02,0.06
"4941","Iowa",2024-11-02,0.04
"4942","Kansas",2024-11-02,0.03
"4943","Kentucky",2024-11-02,0.14
"4944","Maine",2024-11-02,0.01
"4945","Michigan",2024-11-02,0.11
"4946","Ohio",2024-11-02,0.05
"4947","Oregon",2024-11-02,0.03
"4948","Pennsylvania",2024-11-02,0.06
"4949","Utah",2024-11-02,0.05
"4950","Vermont",2024-11-02,0.09
"4951","Wyoming",2024-11-02,0
"4952","Arkansas",2024-11-09,0.21
"4953","Colorado",2024-11-09,0.05
"4954","Connecticut",2024-11-09,0.14
"4955","Illinois",2024-11-09,0.18
"4956","Indiana",2024-11-09,0.08
"4957","Iowa",2024-11-09,0.06
"4958","New Mexico",2024-11-09,0.04
"4959","Rhode Island",2024-11-09,0.06
"4960","United States",2024-11-09,0.26
"4961","Vermont",2024-11-09,0.07
"4962","Wisconsin",2024-11-09,0.02
"4963","Alabama",2024-11-16,0.86
"4964","Alaska",2024-11-16,0.35
"4965","California",2024-11-16,0.11
"4966","Connecticut",2024-11-16,0.17
"4967","Florida",2024-11-16,0.61
"4968","Hawaii",2024-11-16,0.63
"4969","Indiana",2024-11-16,0.13
"4970","Maryland",2024-11-16,0.56
"4971","Massachusetts",2024-11-16,0.38
"4972","Minnesota",2024-11-16,0.09
"4973","Montana",2024-11-16,0
"4974","Nevada",2024-11-16,0.12
"4975","New Hampshire",2024-11-16,0.22
"4976","New York",2024-11-16,0.28
"4977","Rhode Island",2024-11-16,0.19
"4978","South Carolina",2024-11-16,0.52
"4979","Texas",2024-11-16,0.9
"4980","Washington",2024-11-16,0.2
"4981","Georgia",2024-11-23,0.88
"4982","Hawaii",2024-11-23,0.51
"4983","Illinois",2024-11-23,0.45
"4984","Indiana",2024-11-23,0.21
"4985","Maine",2024-11-23,0.02
"4986","Nebraska",2024-11-23,0.04
"4987","New York",2024-11-23,0.34
"4988","Oregon",2024-11-23,0.1
"4989","South Dakota",2024-11-23,0.05
"4990","Utah",2024-11-23,0.06
"4991","Vermont",2024-11-23,0.03
"4992","Washington",2024-11-23,0.27
"4993","Wyoming",2024-11-23,0
"4994","Alabama",2024-11-30,1.26
"4995","Arizona",2024-11-30,0.08
"4996","Arkansas",2024-11-30,0.53
"4997","Connecticut",2024-11-30,0.4
"4998","Georgia",2024-11-30,0.98
"4999","Idaho",2024-11-30,0.16
"5000","Iowa",2024-11-30,0.17
"5001","Louisiana",2024-11-30,1.21
"5002","Maine",2024-11-30,0.06
"5003","Minnesota",2024-11-30,0.14
"5004","New Hampshire",2024-11-30,0.33
"5005","North Carolina",2024-11-30,0.59
"5006","Ohio",2024-11-30,0.3
"5007","Oregon",2024-11-30,0.13
"5008","Pennsylvania",2024-11-30,0.42
"5009","United States",2024-11-30,0.61
"5010","Arizona",2024-12-07,0.11
"5011","California",2024-12-07,0.27
"5012","Delaware",2024-12-07,1.34
"5013","Georgia",2024-12-07,0.92
"5014","Idaho",2024-12-07,0.13
"5015","Indiana",2024-12-07,0.4
"5016","Kentucky",2024-12-07,0.8
"5017","Mississippi",2024-12-07,1
"5018","Montana",2024-12-07,0.03
"5019","New Mexico",2024-12-07,0.09
"5020","Oklahoma",2024-12-07,0.39
"5021","Pennsylvania",2024-12-07,0.51
"5022","South Dakota",2024-12-07,0.13
"5023","Tennessee",2024-12-07,1.05
"5024","California",2024-12-14,0.31
"5025","Delaware",2024-12-14,1.76
"5026","Florida",2024-12-14,0.64
"5027","Hawaii",2024-12-14,0.59
"5028","Idaho",2024-12-14,0.15
"5029","Kentucky",2024-12-14,1.01
"5030","Maryland",2024-12-14,1.17
"5031","Michigan",2024-12-14,0.62
"5032","Nebraska",2024-12-14,0.1
"5033","South Dakota",2024-12-14,0.16
"5034","Texas",2024-12-14,1.12
"5035","Arizona",2024-12-21,0.22
"5036","Delaware",2024-12-21,2.52
"5037","District of Columbia",2024-12-21,1.63
"5038","Georgia",2024-12-21,0.85
"5039","Idaho",2024-12-21,0.26
"5040","North Carolina",2024-12-21,1.57
"5041","Ohio",2024-12-21,0.8
"5042","Oklahoma",2024-12-21,0.82
"5043","Rhode Island",2024-12-21,0.69
"5044","South Carolina",2024-12-21,1.11
"5045","South Dakota",2024-12-21,0.11
"5046","Tennessee",2024-12-21,1.31
"5047","Texas",2024-12-21,1.29
"5048","Vermont",2024-12-21,0.57
"5049","West Virginia",2024-12-21,1.13
"5050","Alabama",2024-12-28,1.23
"5051","Arizona",2024-12-28,0.37
"5052","Arkansas",2024-12-28,2.25
"5053","District of Columbia",2024-12-28,1.6
"5054","Illinois",2024-12-28,1.7
"5055","Iowa",2024-12-28,0.99
"5056","Maine",2024-12-28,0.3
"5057","Mississippi",2024-12-28,1.04
"5058","Montana",2024-12-28,0.17
"5059","Nevada",2024-12-28,0.94
"5060","New Hampshire",2024-12-28,1.9
"5061","New Mexico",2024-12-28,0.64
"5062","Pennsylvania",2024-12-28,1.07
"5063","Vermont",2024-12-28,1.02
"5064","Delaware",2025-01-04,2.21
"5065","District of Columbia",2025-01-04,1.47
"5066","Indiana",2025-01-04,1.24
"5067","Massachusetts",2025-01-04,1.48
"5068","Nebraska",2025-01-04,0.25
"5069","Ohio",2025-01-04,1.1
"5070","Oklahoma",2025-01-04,1.6
"5071","Rhode Island",2025-01-04,0.71
"5072","Alabama",2025-01-11,0.75
"5073","Delaware",2025-01-11,1.59
"5074","District of Columbia",2025-01-11,0.74
"5075","Indiana",2025-01-11,0.92
"5076","Louisiana",2025-01-11,0.8
"5077","Massachusetts",2025-01-11,1.05
"5078","Nevada",2025-01-11,0.7
"5079","New Hampshire",2025-01-11,1.25
"5080","New Jersey",2025-01-11,0.73
"5081","New York",2025-01-11,0.56
"5082","Oklahoma",2025-01-11,1.86
"5083","West Virginia",2025-01-11,1.38
"5084","Wisconsin",2025-01-11,0.72
"5085","California",2025-01-18,0.43
"5086","Connecticut",2025-01-18,0.42
"5087","Idaho",2025-01-18,0.61
"5088","Maryland",2025-01-18,0.5
"5089","Minnesota",2025-01-18,1.11
"5090","Montana",2025-01-18,0.29
"5091","Nevada",2025-01-18,0.56
"5092","New Mexico",2025-01-18,0.73
"5093","Ohio",2025-01-18,0.54
"5094","South Carolina",2025-01-18,0.51
"5095","Vermont",2025-01-18,0.85
"5096","Vermont",2022-11-12,2.38
"5097","Virginia",2022-11-12,0.83
"5098","Washington",2022-11-12,2.28
"5099","Wisconsin",2022-11-12,1.49
"5100","Wyoming",2022-11-12,1.24
"5101","Florida",2022-11-19,0.42
"5102","Georgia",2022-11-19,0.18
"5103","Oklahoma",2022-11-19,1.02
"5104","Oregon",2022-11-19,1.61
"5105","Alabama",2022-11-26,0.35
"5106","Arkansas",2022-11-26,0.58
"5107","California",2022-11-26,1.31
"5108","Connecticut",2022-11-26,0.52
"5109","District of Columbia",2022-11-26,0.98
"5110","Georgia",2022-11-26,0.15
"5111","Michigan",2022-11-26,1.83
"5112","Minnesota",2022-11-26,2.24
"5113","Mississippi",2022-11-26,0.25
"5114","Nevada",2022-11-26,1.71
"5115","Oklahoma",2022-11-26,0.81
"5116","Pennsylvania",2022-11-26,0.85
"5117","South Carolina",2022-11-26,0.39
"5118","United States",2022-11-26,1.02
"5119","Alaska",2022-12-03,2.37
"5120","Colorado",2022-12-03,1.92
"5121","Georgia",2022-12-03,0.18
"5122","Illinois",2022-12-03,0.81
"5123","Maine",2022-12-03,1.18
"5124","Maryland",2022-12-03,0.84
"5125","New Hampshire",2022-12-03,1.07
"5126","New Jersey",2022-12-03,0.57
"5127","New Mexico",2022-12-03,2.71
"5128","Tennessee",2022-12-03,0.35
"5129","Wisconsin",2022-12-03,1.28
"5130","Idaho",2022-12-10,1.98
"5131","Kentucky",2022-12-10,0.6
"5132","Louisiana",2022-12-10,0.3
"5133","Maryland",2022-12-10,0.63
"5134","Massachusetts",2022-12-10,0.86
"5135","Mississippi",2022-12-10,0.17
"5136","New Hampshire",2022-12-10,0.71
"5137","South Dakota",2022-12-10,1.55
"5138","Tennessee",2022-12-10,0.36
"5139","Texas",2022-12-10,0.57
"5140","United States",2022-12-10,0.65
"5141","Virginia",2022-12-10,0.33
"5142","Washington",2022-12-10,1.59
"5143","Alaska",2022-12-17,1.91
"5144","Arizona",2022-12-17,0.82
"5145","Arkansas",2022-12-17,0.3
"5146","Colorado",2022-12-17,1.25
"5147","Connecticut",2022-12-17,0.19
"5148","District of Columbia",2022-12-17,0.62
"5149","Kansas",2022-12-17,0.81
"5150","Massachusetts",2022-12-17,0.65
"5151","Minnesota",2022-12-17,1.39
"5152","Mississippi",2022-12-17,0.13
"5153","Nevada",2022-12-17,0.84
"5154","New Hampshire",2022-12-17,0.46
"5155","Ohio",2022-12-17,0.39
"5156","Oregon",2022-12-17,1.35
"5157","Vermont",2022-12-17,1.61
"5158","Wisconsin",2022-12-17,0.78
"5159","Alabama",2022-12-24,0.27
"5160","District of Columbia",2022-12-24,0.51
"5161","Florida",2022-12-24,0.27
"5162","Indiana",2022-12-24,0.31
"5163","Kentucky",2022-12-24,0.46
"5164","Louisiana",2022-12-24,0.3
"5165","New Jersey",2022-12-24,0.26
"5166","North Carolina",2022-12-24,0.42
"5167","Ohio",2022-12-24,0.28
"5168","West Virginia",2022-12-24,0.61
"5169","Alabama",2022-12-31,0.2
"5170","Arizona",2022-12-31,0.63
"5171","Colorado",2022-12-31,0.87
"5172","Delaware",2022-12-31,0.28
"5173","Indiana",2022-12-31,0.29
"5174","Maine",2022-12-31,0.47
"5175","Massachusetts",2022-12-31,0.31
"5176","Michigan",2022-12-31,0.44
"5177","Montana",2022-12-31,1.84
"5178","Nebraska",2022-12-31,0.53
"5179","New Hampshire",2022-12-31,0.39
"5180","North Carolina",2022-12-31,0.35
"5181","North Dakota",2022-12-31,1.26
"5182","Oklahoma",2022-12-31,0.42
"5183","Pennsylvania",2022-12-31,0.27
"5184","Rhode Island",2022-12-31,0.14
"5185","South Carolina",2022-12-31,0.17
"5186","Texas",2022-12-31,0.39
"5187","Utah",2022-12-31,1.78
"5188","Alaska",2023-01-07,1.44
"5189","Hawaii",2023-01-07,0.13
"5190","Illinois",2023-01-07,0.31
"5191","Iowa",2023-01-07,0.68
"5192","Maine",2023-01-07,0.43
"5193","Maryland",2023-01-07,0.38
"5194","Nebraska",2023-01-07,0.29
"5195","Ohio",2023-01-07,0.21
"5196","Oklahoma",2023-01-07,0.36
"5197","Delaware",2023-01-14,0.16
"5198","Georgia",2023-01-14,0.09
"5199","Kansas",2023-01-14,0.35
"5200","Michigan",2023-01-14,0.24
"5201","Mississippi",2023-01-14,0.1
"5202","Montana",2023-01-14,1
"5203","New Jersey",2023-01-14,0.19
"5204","North Dakota",2023-01-14,0.7
"5205","Virginia",2023-01-14,0.16
"5206","West Virginia",2023-01-14,0.32
"5207","Wisconsin",2023-01-14,0.26
"5208","Arizona",2023-01-21,0.28
"5209","Massachusetts",2023-01-21,0.15
"5210","Mississippi",2023-01-21,0.1
"5211","New York",2023-01-21,0.11
"5212","North Dakota",2023-01-21,0.71
"5213","Rhode Island",2023-01-21,0.1
"5214","Tennessee",2023-01-21,0.15
"5215","Wyoming",2023-01-21,0.88
"5216","Arkansas",2023-01-28,0.14
"5217","Colorado",2023-01-28,0.32
"5218","District of Columbia",2023-01-28,0.2
"5219","Hawaii",2023-01-28,0.06
"5220","Kansas",2023-01-28,0.24
"5221","Louisiana",2023-01-28,0.08
"5222","New Jersey",2023-01-28,0.13
"5223","Oklahoma",2023-01-28,0.23
"5224","Oregon",2023-01-28,0.36
"5225","South Carolina",2023-01-28,0.07
"5226","South Dakota",2023-01-28,0.58
"5227","Virginia",2023-01-28,0.11
"5228","West Virginia",2023-01-28,0.16
"5229","Wisconsin",2023-01-28,0.15
"5230","Alaska",2023-02-04,0.69
"5231","Arizona",2023-02-04,0.18
"5232","Connecticut",2023-02-04,0.06
"5233","Indiana",2023-02-04,0.09
"5234","Maine",2023-02-04,0.06
"5235","Massachusetts",2023-02-04,0.13
"5236","Mississippi",2023-02-04,0.09
"5237","New Mexico",2023-02-04,0.16
"5238","Rhode Island",2023-02-04,0.06
"5239","Tennessee",2023-02-04,0.12
"5240","Utah",2023-02-04,0.21
"5241","Virginia",2023-02-04,0.09
"5242","Washington",2023-02-04,0.24
"5243","Wyoming",2023-02-04,0.46
"5244","Alabama",2023-02-11,0.11
"5245","Colorado",2023-02-11,0.22
"5246","District of Columbia",2023-02-11,0.12
"5247","Hawaii",2023-02-11,0.06
"5248","Idaho",2023-02-11,0.18
"5249","New York",2023-02-11,0.06
"5250","Tennessee",2023-02-11,0.08
"5251","Texas",2023-02-11,0.13
"5252","Vermont",2023-02-11,0.26
"5253","Virginia",2023-02-11,0.1
"5254","Washington",2023-02-11,0.21
"5255","Delaware",2023-02-18,0.15
"5256","Kansas",2023-02-18,0.12
"5257","Massachusetts",2023-02-18,0.08
"5258","Minnesota",2023-02-18,0.25
"5259","New Jersey",2023-02-18,0.08
"5260","Oregon",2023-02-18,0.19
"5261","South Dakota",2023-02-18,0.16
"5262","Virginia",2023-02-18,0.08
"5263","Washington",2023-02-18,0.19
"5264","Arizona",2023-02-25,0.13
"5265","Florida",2023-02-25,0.09
"5266","Georgia",2023-02-25,0.05
"5267","Hawaii",2023-02-25,0.06
"5268","Idaho",2023-02-25,0.2
"5269","Kansas",2023-02-25,0.15
"5270","Pennsylvania",2023-02-25,0.05
"5271","Rhode Island",2023-02-25,0.11
"5272","South Carolina",2023-02-25,0.04
"5273","Utah",2023-02-25,0.16
"5274","Washington",2023-02-25,0.11
"5275","Alabama",2023-03-04,0.07
"5276","Arizona",2023-03-04,0.11
"5277","Arkansas",2023-03-04,0.06
"5278","Colorado",2023-03-04,0.1
"5279","Connecticut",2023-03-04,0.03
"5280","District of Columbia",2023-03-04,0.08
"5281","Illinois",2023-03-04,0.08
"5282","Kentucky",2023-03-04,0.08
"5283","Oklahoma",2023-03-04,0.05
"5284","South Carolina",2023-03-04,0.02
"5285","South Dakota",2023-03-04,0.06
"5286","Virginia",2023-03-04,0.06
"5287","West Virginia",2023-03-04,0.09
"5288","Colorado",2023-03-11,0.09
"5289","Delaware",2023-03-11,0.05
"5290","Hawaii",2023-03-11,0
"5291","Indiana",2023-03-11,0.07
"5292","Iowa",2023-03-11,0.14
"5293","Kansas",2023-03-11,0.07
"5294","Maryland",2023-03-11,0.06
"5295","Michigan",2023-03-11,0.05
"5296","Minnesota",2023-03-11,0.08
"5297","Montana",2023-03-11,0.11
"5298","New Hampshire",2023-03-11,0.05
"5299","North Dakota",2023-03-11,0.13
"5300","Pennsylvania",2023-03-11,0.05
"5301","South Carolina",2023-03-11,0.05
"5302","Vermont",2023-03-11,0.18
"5303","Wyoming",2023-03-11,0.13
"5304","Idaho",2023-03-18,0.09
"5305","Indiana",2023-03-18,0.04
"5306","Iowa",2023-03-18,0.16
"5307","Louisiana",2023-03-18,0.03
"5308","Minnesota",2023-03-18,0.13
"5309","New Hampshire",2023-03-18,0.11
"5310","North Dakota",2023-03-18,0.1
"5311","Ohio",2023-03-18,0.01
"5312","Oklahoma",2023-03-18,0.08
"5313","Oregon",2023-03-18,0.08
"5314","California",2023-03-25,0.05
"5315","Connecticut",2023-03-25,0.02
"5316","Florida",2023-03-25,0.07
"5317","Georgia",2023-03-25,0.02
"5318","Illinois",2023-03-25,0.06
"5319","Indiana",2023-03-25,0.07
"5320","Kentucky",2023-03-25,0.06
"5321","Maryland",2023-03-25,0.02
"5322","Mississippi",2023-03-25,0.02
"5323","Montana",2023-03-25,0.1
"5324","North Dakota",2023-03-25,0.04
"5325","Ohio",2023-03-25,0.02
"5326","United States",2023-03-25,0.05
"5327","Utah",2023-03-25,0.07
"5328","Washington",2023-03-25,0.06
"5329","West Virginia",2023-03-25,0.06
"5330","Wisconsin",2023-03-25,0.05
"5331","Alabama",2023-04-01,0.03
"5332","Alaska",2023-04-01,0.1
"5333","California",2023-04-01,0.04
"5334","District of Columbia",2023-04-01,0.09
"5335","Indiana",2023-04-01,0.05
"5336","Louisiana",2023-04-01,0.03
"5337","Mississippi",2023-04-01,0.03
"5338","Montana",2023-04-01,0.04
"5339","New York",2023-04-01,0.02
"5340","Oklahoma",2023-04-01,0.07
"5341","Virginia",2023-04-01,0.04
"5342","West Virginia",2023-04-01,0.05
"5343","Wisconsin",2023-04-01,0.04
"5344","Alabama",2023-04-08,0.04
"5345","Arkansas",2023-04-08,0.06
"5346","Connecticut",2023-04-08,0.01
"5347","Delaware",2023-04-08,0.01
"5348","District of Columbia",2023-04-08,0.03
"5349","Georgia",2023-04-08,0.02
"5350","Indiana",2023-04-08,0.03
"5351","Minnesota",2023-04-08,0.02
"5352","Nevada",2023-04-08,0.03
"5353","New York",2023-04-08,0.02
"5354","North Carolina",2023-04-08,0.03
"5355","Oklahoma",2023-04-08,0.06
"5356","Oregon",2023-04-08,0.02
"5357","Tennessee",2023-04-08,0.07
"5358","Alabama",2023-04-15,0.03
"5359","Florida",2023-04-15,0.06
"5360","Hawaii",2023-04-15,0.05
"5361","Indiana",2023-04-15,0.02
"5362","Massachusetts",2023-04-15,0.04
"5363","Minnesota",2023-04-15,0.03
"5364","Nebraska",2023-04-15,0.03
"5365","Pennsylvania",2023-04-15,0.01
"5366","South Dakota",2023-04-15,0.04
"5367","Utah",2023-04-15,0.01
"5368","Vermont",2023-04-15,0
"5369","Washington",2023-04-15,0.03
"5370","West Virginia",2023-04-15,0.02
"5371","Wisconsin",2023-04-15,0.03
"5372","Kansas",2023-04-22,0.03
"5373","Kentucky",2023-04-22,0.04
"5374","New Jersey",2023-04-22,0.03
"5375","North Dakota",2023-04-22,0
"5376","Ohio",2023-04-22,0.01
"5377","Oregon",2023-04-22,0.02
"5378","Pennsylvania",2023-04-22,0.01
"5379","Rhode Island",2023-04-22,0.01
"5380","South Carolina",2023-04-22,0.02
"5381","United States",2023-04-22,0.03
"5382","Utah",2023-04-22,0.02
"5383","Wyoming",2023-04-22,0.03
"5384","Alabama",2023-04-29,0.03
"5385","District of Columbia",2023-04-29,0.06
"5386","Hawaii",2023-04-29,0.05
"5387","Maine",2023-04-29,0.02
"5388","Maryland",2023-04-29,0.03
"5389","Mississippi",2023-04-29,0.04
"5390","New Hampshire",2023-04-29,0
"5391","North Carolina",2023-04-29,0.02
"5392","United States",2023-04-29,0.03
"5393","West Virginia",2023-04-29,0
"5394","Alabama",2023-05-06,0.03
"5395","Colorado",2023-05-06,0.03
"5396","Georgia",2023-05-06,0.02
"5397","Montana",2023-05-06,0.02
"5398","New Jersey",2023-05-06,0.01
"5399","New York",2023-05-06,0.02
"5400","Hawaii",2023-05-13,0
"5401","Illinois",2023-05-13,0.02
"5402","Indiana",2023-05-13,0.01
"5403","Kentucky",2023-05-13,0.03
"5404","Maryland",2023-05-13,0.02
"5405","Mississippi",2023-05-13,0.03
"5406","Ohio",2023-05-13,0.01
"5407","Rhode Island",2023-05-13,0.01
"5408","South Carolina",2023-05-13,0.02
"5409","Tennessee",2023-05-13,0.05
"5410","United States",2023-05-13,0.03
"5411","Wisconsin",2023-05-13,0.01
"5412","Arkansas",2023-05-20,0.04
"5413","California",2023-05-20,0.01
"5414","Kentucky",2023-05-20,0.04
"5415","Louisiana",2023-05-20,0.03
"5416","Maine",2023-05-20,0.03
"5417","Massachusetts",2023-05-20,0.01
"5418","Michigan",2023-05-20,0.02
"5419","Montana",2023-05-20,0
"5420","New Mexico",2023-05-20,0.02
"5421","North Carolina",2023-05-20,0.02
"5422","Ohio",2023-05-20,0.01
"5423","South Dakota",2023-05-20,0
"5424","Tennessee",2023-05-20,0.04
"5425","Vermont",2023-05-20,0.02
"5426","Washington",2023-05-20,0.01
"5427","West Virginia",2023-05-20,0
"5428","Wyoming",2023-05-20,0.03
"5429","Arizona",2023-05-27,0.01
"5430","California",2023-05-27,0.01
"5431","Georgia",2023-05-27,0.03
"5432","Maine",2023-05-27,0
"5433","Michigan",2023-05-27,0.01
"5434","Minnesota",2023-05-27,0
"5435","Mississippi",2023-05-27,0.01
"5436","New Mexico",2023-05-27,0.01
"5437","North Carolina",2023-05-27,0.02
"5438","United States",2023-05-27,0.02
"5439","Virginia",2023-05-27,0.02
"5440","Alabama",2023-06-03,0.02
"5441","Arkansas",2023-06-03,0.03
"5442","Georgia",2023-06-03,0.02
"5443","Hawaii",2023-06-03,0.08
"5444","Idaho",2023-06-03,0
"5445","Indiana",2023-06-03,0.02
"5446","Maine",2023-06-03,0
"5447","Nevada",2023-06-03,0.02
"5448","New Hampshire",2023-06-03,0
"5449","North Dakota",2023-06-03,0.07
"5450","Oregon",2023-06-03,0.01
"5451","Tennessee",2023-06-03,0.05
"5452","United States",2023-06-03,0.02
"5453","Vermont",2023-06-03,0
"5454","Virginia",2023-06-03,0.02
